Timestamp,CPU_Perc,Mem_Usage
1780077676000,0.79%,69.98MiB / 7.563GiB
1780077678000,0.47%,70.21MiB / 7.563GiB
1780077680000,0.42%,69.63MiB / 7.563GiB
1780077683000,0.58%,69.84MiB / 7.563GiB
1780077685000,0.89%,69.47MiB / 7.563GiB
1780077687000,1.02%,69.94MiB / 7.563GiB
1780077689000,0.24%,69.9MiB / 7.563GiB
1780077692000,0.45%,69.46MiB / 7.563GiB
1780077694000,0.57%,69.77MiB / 7.563GiB
1780077696000,0.42%,69.23MiB / 7.563GiB
1780077698000,0.45%,69.54MiB / 7.563GiB
1780077700000,0.46%,69.48MiB / 7.563GiB
1780077703000,0.97%,69.79MiB / 7.563GiB
1780077705000,0.39%,69.77MiB / 7.563GiB
1780077708000,0.54%,69.28MiB / 7.563GiB
1780077710000,0.22%,69.66MiB / 7.563GiB
1780077713000,0.38%,69.18MiB / 7.563GiB
1780077715000,0.43%,69.67MiB / 7.563GiB
1780077717000,8.11%,69.78MiB / 7.563GiB
1780077719000,0.34%,69.46MiB / 7.563GiB
1780077722000,0.95%,69.77MiB / 7.563GiB
1780077724000,1.10%,69.75MiB / 7.563GiB
1780077726000,0.65%,69.81MiB / 7.563GiB
1780077728000,0.48%,70.12MiB / 7.563GiB
1780077730000,0.80%,69.59MiB / 7.563GiB
1780077733000,0.91%,70.15MiB / 7.563GiB
1780077735000,1.01%,69.34MiB / 7.563GiB
1780077737000,0.97%,69.79MiB / 7.563GiB
1780077739000,0.57%,69.66MiB / 7.563GiB
1780077742000,1.00%,70.09MiB / 7.563GiB
1780077744000,0.63%,70.24MiB / 7.563GiB
1780077746000,7.96%,69.48MiB / 7.563GiB
1780077748000,0.68%,70.03MiB / 7.563GiB
1780077750000,0.88%,69.42MiB / 7.563GiB
1780077753000,0.45%,69.65MiB / 7.563GiB
1780077755000,0.62%,70.18MiB / 7.563GiB
1780077757000,0.99%,69.73MiB / 7.563GiB
1780077759000,0.85%,69.87MiB / 7.563GiB
1780077762000,0.24%,70.09MiB / 7.563GiB
1780077765000,0.48%,69.61MiB / 7.563GiB
1780077767000,0.42%,69.92MiB / 7.563GiB
1780077769000,0.38%,70.15MiB / 7.563GiB
1780077771000,0.43%,69.84MiB / 7.563GiB
1780077774000,0.43%,70.14MiB / 7.563GiB
1780077776000,0.73%,70.16MiB / 7.563GiB
1780077778000,0.67%,70MiB / 7.563GiB
1780077780000,0.58%,69.61MiB / 7.563GiB
1780077783000,0.22%,69.87MiB / 7.563GiB
1780077785000,0.22%,70.43MiB / 7.563GiB
1780077787000,0.43%,69.42MiB / 7.563GiB
1780077789000,1.09%,68.81MiB / 7.563GiB
1780077792000,0.31%,69.07MiB / 7.563GiB
1780077794000,0.32%,69.38MiB / 7.563GiB
1780077796000,0.67%,68.71MiB / 7.563GiB
1780077798000,0.39%,68.94MiB / 7.563GiB
1780077800000,0.31%,68.6MiB / 7.563GiB
1780077803000,0.33%,69.39MiB / 7.563GiB
1780077805000,0.76%,69.18MiB / 7.563GiB
1780077807000,2.45%,69.47MiB / 7.563GiB
1780077809000,0.24%,69.34MiB / 7.563GiB
1780077812000,0.49%,68.98MiB / 7.563GiB
1780077814000,0.72%,69.2MiB / 7.563GiB
1780077816000,0.28%,69.27MiB / 7.563GiB
1780077819000,0.26%,69.46MiB / 7.563GiB
1780077821000,0.34%,69.49MiB / 7.563GiB
1780077824000,0.56%,69.01MiB / 7.563GiB
1780077826000,0.64%,69.47MiB / 7.563GiB
1780077828000,0.64%,69.03MiB / 7.563GiB
1780077830000,0.25%,68.92MiB / 7.563GiB
1780077833000,0.40%,69.23MiB / 7.563GiB
1780077835000,0.44%,69.15MiB / 7.563GiB
1780077837000,9.48%,69.03MiB / 7.563GiB
1780077839000,0.44%,68.72MiB / 7.563GiB
1780077842000,0.40%,69.23MiB / 7.563GiB
1780077844000,0.64%,69.29MiB / 7.563GiB
1780077846000,0.84%,68.99MiB / 7.563GiB
1780077848000,0.47%,69.08MiB / 7.563GiB
1780077850000,0.67%,69.2MiB / 7.563GiB
1780077853000,0.84%,69.36MiB / 7.563GiB
1780077855000,0.46%,68.58MiB / 7.563GiB
1780077857000,0.84%,68.91MiB / 7.563GiB
1780077859000,0.52%,69.96MiB / 7.563GiB
1780077862000,1.28%,68.85MiB / 7.563GiB
1780077865000,0.41%,69.09MiB / 7.563GiB
1780077867000,11.50%,79.66MiB / 7.563GiB
1780077869000,0.58%,68.89MiB / 7.563GiB
1780077871000,1.35%,69.36MiB / 7.563GiB
1780077874000,0.58%,68.98MiB / 7.563GiB
1780077876000,0.85%,69.14MiB / 7.563GiB
1780077878000,0.54%,68.62MiB / 7.563GiB
1780077880000,1.15%,68.94MiB / 7.563GiB
1780077883000,0.49%,69.51MiB / 7.563GiB
1780077885000,0.39%,69.04MiB / 7.563GiB
1780077887000,0.96%,69.2MiB / 7.563GiB
1780077889000,0.66%,69.01MiB / 7.563GiB
1780077892000,1.01%,69.22MiB / 7.563GiB
1780077894000,0.45%,69.12MiB / 7.563GiB
1780077896000,0.40%,68.93MiB / 7.563GiB
1780077898000,0.97%,69.53MiB / 7.563GiB
1780077901000,0.61%,68.94MiB / 7.563GiB
1780077904000,0.50%,69.19MiB / 7.563GiB
1780077906000,1.04%,68.75MiB / 7.563GiB
1780077908000,0.74%,69.04MiB / 7.563GiB
1780077910000,1.38%,68.89MiB / 7.563GiB
1780077913000,1.26%,68.88MiB / 7.563GiB
1780077915000,0.28%,69.18MiB / 7.563GiB
1780077917000,0.43%,68.73MiB / 7.563GiB
1780077919000,0.88%,69.76MiB / 7.563GiB
1780077922000,0.77%,68.89MiB / 7.563GiB
1780077924000,0.62%,68.95MiB / 7.563GiB
1780077926000,0.76%,69.25MiB / 7.563GiB
1780077928000,0.69%,69.1MiB / 7.563GiB
1780077930000,0.66%,69.47MiB / 7.563GiB
1780077933000,0.47%,68.94MiB / 7.563GiB
1780077935000,0.47%,69.07MiB / 7.563GiB
1780077937000,0.92%,68.87MiB / 7.563GiB
1780077939000,0.67%,69.36MiB / 7.563GiB
1780077942000,0.46%,69.25MiB / 7.563GiB
1780077945000,0.40%,68.8MiB / 7.563GiB
1780077947000,0.55%,69.1MiB / 7.563GiB
1780077949000,1.00%,69MiB / 7.563GiB
1780077952000,0.98%,69.24MiB / 7.563GiB
1780077954000,0.68%,69.77MiB / 7.563GiB
1780077956000,1.00%,69.11MiB / 7.563GiB
1780077958000,15.56%,69.18MiB / 7.563GiB
1780077960000,0.51%,68.79MiB / 7.563GiB
1780077963000,0.26%,69.04MiB / 7.563GiB
1780077965000,0.41%,69.59MiB / 7.563GiB
1780077967000,0.63%,69.34MiB / 7.563GiB
1780077969000,0.74%,69.83MiB / 7.563GiB
1780077972000,0.52%,69.05MiB / 7.563GiB
1780077974000,0.37%,69.66MiB / 7.563GiB
1780077976000,0.91%,69.2MiB / 7.563GiB
1780077978000,0.36%,69.17MiB / 7.563GiB
1780077981000,0.29%,69.78MiB / 7.563GiB
1780077984000,0.37%,68.91MiB / 7.563GiB
1780077986000,0.77%,69.68MiB / 7.563GiB
1780077988000,11.02%,68.72MiB / 7.563GiB
1780077990000,0.35%,69.22MiB / 7.563GiB
1780077993000,0.37%,68.64MiB / 7.563GiB
1780077995000,0.57%,68.94MiB / 7.563GiB
1780077997000,0.56%,69.41MiB / 7.563GiB
1780077999000,0.48%,69.07MiB / 7.563GiB
1780078002000,0.62%,69.14MiB / 7.563GiB
1780078004000,0.86%,68.7MiB / 7.563GiB
1780078006000,0.62%,68.98MiB / 7.563GiB
1780078008000,0.66%,69.23MiB / 7.563GiB
1780078010000,0.49%,69.08MiB / 7.563GiB
1780078013000,0.36%,69.4MiB / 7.563GiB
1780078015000,0.97%,68.91MiB / 7.563GiB
1780078017000,0.33%,69.16MiB / 7.563GiB
1780078019000,0.60%,68.64MiB / 7.563GiB
1780078022000,0.36%,69.5MiB / 7.563GiB
1780078024000,0.85%,69.5MiB / 7.563GiB
1780078027000,0.36%,68.79MiB / 7.563GiB
1780078029000,0.41%,69.12MiB / 7.563GiB
1780078031000,0.38%,70.16MiB / 7.563GiB
1780078034000,1.00%,70.12MiB / 7.563GiB
1780078036000,0.39%,70.38MiB / 7.563GiB
1780078038000,0.42%,69.45MiB / 7.563GiB
1780078040000,0.42%,69.7MiB / 7.563GiB
1780078043000,0.65%,68.79MiB / 7.563GiB
1780078045000,0.28%,69.26MiB / 7.563GiB
1780078047000,0.41%,69.56MiB / 7.563GiB
1780078049000,0.71%,69.26MiB / 7.563GiB
1780078052000,0.66%,69.34MiB / 7.563GiB
1780078054000,0.58%,68.84MiB / 7.563GiB
1780078056000,0.59%,69.42MiB / 7.563GiB
1780078058000,0.91%,69.41MiB / 7.563GiB
1780078060000,0.31%,69.02MiB / 7.563GiB
1780078063000,1.17%,69.52MiB / 7.563GiB
1780078065000,0.28%,69MiB / 7.563GiB
1780078067000,0.46%,69.09MiB / 7.563GiB
1780078069000,0.74%,68.75MiB / 7.563GiB
1780078072000,0.92%,69.05MiB / 7.563GiB
1780078075000,0.53%,69.52MiB / 7.563GiB
1780078077000,0.37%,69.07MiB / 7.563GiB
1780078079000,11.65%,69.5MiB / 7.563GiB
1780078081000,0.78%,69.41MiB / 7.563GiB
1780078084000,0.44%,69.12MiB / 7.563GiB
1780078086000,0.67%,69.68MiB / 7.563GiB
1780078088000,0.81%,68.97MiB / 7.563GiB
1780078090000,0.61%,69.63MiB / 7.563GiB
1780078093000,0.48%,68.85MiB / 7.563GiB
1780078095000,0.24%,69.15MiB / 7.563GiB
1780078097000,0.47%,69.45MiB / 7.563GiB
1780078099000,0.97%,69.21MiB / 7.563GiB
1780078102000,0.45%,69.7MiB / 7.563GiB
1780078104000,0.51%,68.9MiB / 7.563GiB
1780078106000,0.70%,69.44MiB / 7.563GiB
1780078108000,3.57%,70.83MiB / 7.563GiB
1780078110000,0.37%,69.17MiB / 7.563GiB
1780078113000,0.28%,69.77MiB / 7.563GiB
1780078115000,0.39%,68.88MiB / 7.563GiB
1780078117000,0.80%,69.6MiB / 7.563GiB
1780078120000,1.25%,69.11MiB / 7.563GiB
1780078123000,0.88%,69.32MiB / 7.563GiB
1780078125000,0.39%,69.43MiB / 7.563GiB
1780078127000,0.84%,69.17MiB / 7.563GiB
1780078129000,0.75%,69.41MiB / 7.563GiB
1780078132000,0.37%,68.84MiB / 7.563GiB
1780078134000,0.50%,69.17MiB / 7.563GiB
1780078136000,1.55%,68.72MiB / 7.563GiB
1780078138000,1.30%,69.45MiB / 7.563GiB
1780078140000,0.71%,69.62MiB / 7.563GiB
1780078143000,0.22%,68.9MiB / 7.563GiB
1780078145000,0.58%,69.2MiB / 7.563GiB
1780078148000,0.42%,68.73MiB / 7.563GiB
1780078150000,1.11%,69.66MiB / 7.563GiB
1780078153000,0.99%,69.68MiB / 7.563GiB
1780078155000,0.38%,69.46MiB / 7.563GiB
1780078157000,0.68%,69.74MiB / 7.563GiB
1780078159000,0.67%,69.25MiB / 7.563GiB
1780078162000,0.61%,69.21MiB / 7.563GiB
1780078164000,0.91%,69.06MiB / 7.563GiB
1780078166000,0.62%,69.32MiB / 7.563GiB
1780078168000,0.46%,69.27MiB / 7.563GiB
1780078170000,0.37%,69.47MiB / 7.563GiB
1780078173000,0.34%,69.75MiB / 7.563GiB
1780078175000,0.61%,69.06MiB / 7.563GiB
1780078177000,0.55%,69.51MiB / 7.563GiB
1780078179000,0.58%,68.86MiB / 7.563GiB
1780078182000,0.67%,69.12MiB / 7.563GiB
1780078184000,0.78%,69.82MiB / 7.563GiB
1780078186000,0.80%,69.07MiB / 7.563GiB
1780078188000,0.78%,69.32MiB / 7.563GiB
1780078191000,0.32%,69.46MiB / 7.563GiB
1780078194000,0.26%,68.96MiB / 7.563GiB
1780078196000,0.54%,69.27MiB / 7.563GiB
1780078198000,0.34%,68.97MiB / 7.563GiB
1780078200000,0.55%,69.45MiB / 7.563GiB
1780078203000,0.52%,69.03MiB / 7.563GiB
1780078205000,0.90%,69.59MiB / 7.563GiB
1780078207000,0.38%,69.78MiB / 7.563GiB
1780078209000,0.44%,69.16MiB / 7.563GiB
1780078212000,0.39%,69.32MiB / 7.563GiB
1780078214000,0.82%,68.98MiB / 7.563GiB
1780078216000,0.39%,69.24MiB / 7.563GiB
1780078218000,0.49%,70.17MiB / 7.563GiB
1780078220000,0.24%,69.21MiB / 7.563GiB
1780078223000,0.73%,69.6MiB / 7.563GiB
1780078225000,0.25%,68.99MiB / 7.563GiB
1780078227000,0.36%,69.51MiB / 7.563GiB
1780078229000,0.57%,69.24MiB / 7.563GiB
1780078232000,0.81%,69.32MiB / 7.563GiB
1780078234000,0.69%,69.53MiB / 7.563GiB
1780078237000,0.42%,69.34MiB / 7.563GiB
1780078239000,0.69%,69.69MiB / 7.563GiB
1780078241000,0.32%,68.81MiB / 7.563GiB
1780078244000,0.57%,69.34MiB / 7.563GiB
1780078246000,0.22%,69.34MiB / 7.563GiB
1780078248000,0.22%,68.86MiB / 7.563GiB
1780078250000,0.62%,69.81MiB / 7.563GiB
1780078253000,0.86%,69.13MiB / 7.563GiB
1780078255000,0.51%,69.55MiB / 7.563GiB
1780078257000,0.33%,69.42MiB / 7.563GiB
1780078259000,10.69%,69.11MiB / 7.563GiB
1780078262000,0.67%,69.68MiB / 7.563GiB
1780078264000,0.36%,69.26MiB / 7.563GiB
1780078266000,0.51%,69.32MiB / 7.563GiB
1780078268000,0.91%,68.73MiB / 7.563GiB
1780078270000,0.57%,69.71MiB / 7.563GiB
1780078273000,0.40%,69.37MiB / 7.563GiB
1780078275000,0.35%,69.33MiB / 7.563GiB
1780078277000,0.88%,69.43MiB / 7.563GiB
1780078279000,0.91%,69.39MiB / 7.563GiB
1780078283000,0.53%,69.14MiB / 7.563GiB
1780078285000,0.48%,69.45MiB / 7.563GiB
1780078287000,0.58%,68.96MiB / 7.563GiB
1780078289000,0.83%,69.5MiB / 7.563GiB
1780078291000,0.54%,69.11MiB / 7.563GiB
1780078294000,0.26%,69.16MiB / 7.563GiB
1780078296000,0.39%,69.95MiB / 7.563GiB
1780078298000,0.52%,69.44MiB / 7.563GiB
1780078300000,0.65%,69.38MiB / 7.563GiB
1780078303000,0.57%,69.39MiB / 7.563GiB
1780078305000,0.42%,69.21MiB / 7.563GiB
1780078307000,0.80%,68.93MiB / 7.563GiB
1780078309000,0.60%,69.45MiB / 7.563GiB
1780078312000,0.36%,69.62MiB / 7.563GiB
1780078314000,0.32%,69.09MiB / 7.563GiB
1780078316000,0.57%,69.74MiB / 7.563GiB
1780078318000,0.72%,68.75MiB / 7.563GiB
1780078320000,0.44%,69.2MiB / 7.563GiB
1780078323000,0.48%,68.75MiB / 7.563GiB
1780078325000,0.51%,69.28MiB / 7.563GiB
1780078327000,0.36%,69.28MiB / 7.563GiB
1780078330000,1.32%,69.32MiB / 7.563GiB
1780078333000,1.03%,69.53MiB / 7.563GiB
1780078335000,1.33%,68.81MiB / 7.563GiB
1780078337000,1.07%,69.53MiB / 7.563GiB
1780078339000,0.50%,69.46MiB / 7.563GiB
1780078342000,0.32%,68.96MiB / 7.563GiB
1780078344000,0.27%,69.25MiB / 7.563GiB
1780078346000,0.79%,69.03MiB / 7.563GiB
1780078348000,0.28%,69.26MiB / 7.563GiB
1780078350000,12.53%,69.57MiB / 7.563GiB
1780078353000,0.64%,69.09MiB / 7.563GiB
1780078355000,0.58%,69.38MiB / 7.563GiB
1780078357000,0.12%,69.02MiB / 7.563GiB
1780078359000,0.40%,69.93MiB / 7.563GiB
1780078362000,0.77%,69.32MiB / 7.563GiB
1780078364000,0.74%,69.4MiB / 7.563GiB
1780078366000,0.35%,69.55MiB / 7.563GiB
1780078368000,0.57%,68.9MiB / 7.563GiB
1780078371000,0.33%,69.43MiB / 7.563GiB
1780078374000,0.66%,69.3MiB / 7.563GiB
1780078376000,0.24%,69.23MiB / 7.563GiB
1780078378000,0.24%,69.59MiB / 7.563GiB
1780078380000,12.94%,69.16MiB / 7.563GiB
1780078383000,0.78%,69.68MiB / 7.563GiB
1780078385000,0.89%,69.1MiB / 7.563GiB
1780078387000,0.57%,69.19MiB / 7.563GiB
1780078389000,0.47%,69.17MiB / 7.563GiB
1780078392000,0.35%,69.11MiB / 7.563GiB
1780078394000,0.53%,69.64MiB / 7.563GiB
1780078396000,0.24%,68.86MiB / 7.563GiB
1780078398000,0.31%,69.16MiB / 7.563GiB
1780078400000,0.60%,68.85MiB / 7.563GiB
1780078403000,0.86%,69.16MiB / 7.563GiB
1780078405000,0.38%,69.43MiB / 7.563GiB
1780078407000,0.36%,68.95MiB / 7.563GiB
1780078409000,0.48%,69.39MiB / 7.563GiB
1780078412000,1.28%,69.5MiB / 7.563GiB
1780078414000,0.39%,69.34MiB / 7.563GiB
1780078417000,0.50%,69.86MiB / 7.563GiB
1780078419000,0.99%,69.5MiB / 7.563GiB
1780078421000,0.68%,69.45MiB / 7.563GiB
1780078424000,0.50%,68.91MiB / 7.563GiB
1780078426000,0.29%,69.22MiB / 7.563GiB
1780078428000,0.56%,69.52MiB / 7.563GiB
1780078430000,1.02%,69.66MiB / 7.563GiB
1780078433000,0.58%,69.67MiB / 7.563GiB
1780078435000,0.52%,69.2MiB / 7.563GiB
1780078438000,0.99%,69.3MiB / 7.563GiB
1780078440000,0.75%,69.29MiB / 7.563GiB
1780078443000,0.54%,69.8MiB / 7.563GiB
1780078445000,0.32%,69.62MiB / 7.563GiB
1780078447000,0.35%,69.14MiB / 7.563GiB
1780078449000,0.89%,69.54MiB / 7.563GiB
1780078451000,0.99%,69.18MiB / 7.563GiB
1780078454000,0.47%,69.21MiB / 7.563GiB
1780078456000,0.49%,69.2MiB / 7.563GiB
1780078458000,1.01%,69.11MiB / 7.563GiB
1780078460000,0.73%,69.54MiB / 7.563GiB
1780078463000,0.66%,69.52MiB / 7.563GiB
1780078465000,0.41%,69.8MiB / 7.563GiB
1780078467000,1.08%,69.13MiB / 7.563GiB
1780078469000,0.71%,69.35MiB / 7.563GiB
1780078471000,10.80%,69.83MiB / 7.563GiB
1780078474000,0.30%,68.95MiB / 7.563GiB
1780078476000,0.64%,69.23MiB / 7.563GiB
1780078478000,0.54%,69.47MiB / 7.563GiB
1780078480000,0.69%,70.35MiB / 7.563GiB
1780078483000,0.46%,70.6MiB / 7.563GiB
1780078485000,0.71%,70.07MiB / 7.563GiB
1780078487000,0.82%,69.84MiB / 7.563GiB
1780078489000,0.54%,68.89MiB / 7.563GiB
1780078492000,0.27%,69.14MiB / 7.563GiB
1780078494000,0.28%,69.66MiB / 7.563GiB
1780078496000,0.51%,68.97MiB / 7.563GiB
1780078499000,0.31%,69.2MiB / 7.563GiB
1780078501000,10.51%,69.11MiB / 7.563GiB
1780078504000,0.70%,69.47MiB / 7.563GiB
1780078506000,0.77%,69.97MiB / 7.563GiB
1780078508000,0.32%,69.03MiB / 7.563GiB
1780078510000,0.57%,69.82MiB / 7.563GiB
1780078513000,0.55%,69.14MiB / 7.563GiB
1780078515000,0.67%,69.46MiB / 7.563GiB
1780078517000,0.54%,69.82MiB / 7.563GiB
1780078519000,0.41%,69.45MiB / 7.563GiB
1780078522000,0.51%,69.5MiB / 7.563GiB
1780078524000,0.64%,69.29MiB / 7.563GiB
1780078526000,0.27%,69.27MiB / 7.563GiB
1780078528000,0.27%,69.57MiB / 7.563GiB
1780078530000,0.59%,69.25MiB / 7.563GiB
1780078533000,0.68%,69.49MiB / 7.563GiB
1780078535000,0.90%,69.3MiB / 7.563GiB
1780078537000,0.50%,69.36MiB / 7.563GiB
1780078539000,0.26%,68.96MiB / 7.563GiB
1780078542000,0.35%,69.26MiB / 7.563GiB
1780078544000,0.91%,69.79MiB / 7.563GiB
1780078546000,0.51%,69.28MiB / 7.563GiB
1780078549000,0.80%,69.64MiB / 7.563GiB
1780078551000,0.82%,69.52MiB / 7.563GiB
1780078554000,0.84%,69.61MiB / 7.563GiB
1780078556000,0.40%,69.27MiB / 7.563GiB
1780078558000,0.33%,69.14MiB / 7.563GiB
1780078560000,0.59%,69.58MiB / 7.563GiB
1780078563000,0.83%,69.14MiB / 7.563GiB
1780078565000,0.60%,69.72MiB / 7.563GiB
1780078567000,0.57%,69.27MiB / 7.563GiB
1780078569000,0.23%,69.45MiB / 7.563GiB
1780078572000,0.35%,69.54MiB / 7.563GiB
1780078574000,0.41%,69.09MiB / 7.563GiB
1780078576000,0.22%,69.59MiB / 7.563GiB
1780078578000,0.48%,68.87MiB / 7.563GiB
1780078580000,0.63%,69.32MiB / 7.563GiB
1780078583000,0.98%,69.11MiB / 7.563GiB
1780078585000,0.73%,69.09MiB / 7.563GiB
1780078588000,0.84%,69.44MiB / 7.563GiB
1780078590000,0.53%,69.1MiB / 7.563GiB
1780078593000,19.65%,70.04MiB / 7.563GiB
1780078595000,0.78%,68.93MiB / 7.563GiB
1780078597000,0.98%,69.73MiB / 7.563GiB
1780078599000,0.51%,69.12MiB / 7.563GiB
1780078602000,0.22%,69.59MiB / 7.563GiB
1780078604000,0.41%,69.8MiB / 7.563GiB
1780078606000,0.43%,69.15MiB / 7.563GiB
1780078609000,0.67%,69.51MiB / 7.563GiB
1780078611000,0.58%,69.21MiB / 7.563GiB
1780078614000,0.61%,69.76MiB / 7.563GiB
1780078616000,0.49%,69.74MiB / 7.563GiB
1780078618000,0.30%,69.06MiB / 7.563GiB
1780078620000,0.81%,69.6MiB / 7.563GiB
1780078623000,16.26%,69.54MiB / 7.563GiB
1780078625000,0.87%,70.11MiB / 7.563GiB
1780078627000,1.69%,70.06MiB / 7.563GiB
1780078629000,0.31%,69.26MiB / 7.563GiB
1780078632000,1.05%,69.56MiB / 7.563GiB
1780078634000,0.87%,69.09MiB / 7.563GiB
1780078637000,0.29%,69.31MiB / 7.563GiB
1780078639000,2.03%,69.19MiB / 7.563GiB
1780078641000,0.56%,69.55MiB / 7.563GiB
1780078644000,0.84%,69.86MiB / 7.563GiB
1780078646000,0.67%,69.15MiB / 7.563GiB
1780078648000,0.71%,69.45MiB / 7.563GiB
1780078650000,1.08%,69.13MiB / 7.563GiB
1780078653000,14.83%,69.5MiB / 7.563GiB
1780078655000,0.95%,69.02MiB / 7.563GiB
1780078657000,0.78%,69.24MiB / 7.563GiB
1780078660000,0.43%,69.78MiB / 7.563GiB
1780078663000,0.36%,69.14MiB / 7.563GiB
1780078665000,1.16%,69.51MiB / 7.563GiB
1780078667000,0.57%,69.11MiB / 7.563GiB
1780078669000,0.49%,69.62MiB / 7.563GiB
1780078672000,0.65%,68.97MiB / 7.563GiB
1780078674000,0.97%,69.52MiB / 7.563GiB
1780078676000,0.51%,69.77MiB / 7.563GiB
1780078678000,0.93%,69.06MiB / 7.563GiB
1780078680000,0.96%,69.61MiB / 7.563GiB
1780078684000,39.39%,69.13MiB / 7.563GiB
1780078686000,0.82%,69.43MiB / 7.563GiB
1780078688000,1.38%,69.74MiB / 7.563GiB
1780078691000,1.29%,69.55MiB / 7.563GiB
1780078694000,1.27%,69.79MiB / 7.563GiB
1780078696000,0.84%,69.55MiB / 7.563GiB
1780078698000,1.09%,69.42MiB / 7.563GiB
1780078700000,1.30%,69.36MiB / 7.563GiB
1780078703000,1.11%,69.59MiB / 7.563GiB
1780078705000,1.46%,69.38MiB / 7.563GiB
1780078707000,1.80%,69.44MiB / 7.563GiB
1780078709000,1.04%,70.07MiB / 7.563GiB
1780078712000,0.92%,69.32MiB / 7.563GiB
1780078715000,17.46%,69.41MiB / 7.563GiB
1780078717000,0.54%,68.96MiB / 7.563GiB
1780078719000,1.30%,69.27MiB / 7.563GiB
1780078721000,1.56%,69.18MiB / 7.563GiB
1780078724000,0.86%,69.43MiB / 7.563GiB
1780078726000,0.71%,69.73MiB / 7.563GiB
1780078728000,1.11%,69.04MiB / 7.563GiB
1780078730000,0.83%,69.48MiB / 7.563GiB
1780078733000,1.57%,69.67MiB / 7.563GiB
1780078735000,0.75%,69.36MiB / 7.563GiB
1780078738000,1.13%,70.08MiB / 7.563GiB
1780078740000,1.48%,69.18MiB / 7.563GiB
1780078743000,1.48%,70.15MiB / 7.563GiB
1780078745000,15.39%,69.34MiB / 7.563GiB
1780078747000,1.12%,69.45MiB / 7.563GiB
